date,arena,age_group,home,away,parallel_slot
2026-11-15,Holmenkollen ishall,U10,Ringerike 3,Frisk Asker 5,1
2026-11-15,Holmenkollen ishall,U10,Jar Grønn,Frisk Asker 4,2
2026-11-15,Holmenkollen ishall,U10,Holmen Hockey Rød,Ringerike 3,0
2026-11-15,Holmenkollen ishall,U10,Jar Rød,Jar Grønn,1
2026-11-15,Holmenkollen ishall,U10,Frisk Asker 5,Frisk Asker 4,2
2026-11-15,Holmenkollen ishall,U10,Holmen Hockey Rød,Jar Grønn,0
2026-11-15,Holmenkollen ishall,U10,Frisk Asker 4,Ringerike 3,1
2026-11-15,Holmenkollen ishall,U10,Frisk Asker 5,Jar Rød,2
2026-11-15,Holmenkollen ishall,U10,Holmen Hockey Rød,Frisk Asker 4,0
2026-11-15,Holmenkollen ishall,U10,Jar Grønn,Frisk Asker 5,1
2026-11-15,Holmenkollen ishall,U10,Ringerike 3,Jar Rød,2
2026-11-15,Jarhallen,U11,Jar Lilla,Kongsberg,0
2026-11-15,Jarhallen,U11,Jar Oransje,Tønsberg Grå,1
2026-11-15,Jarhallen,U11,Frisk Asker 3,Jutul Hvit,2
2026-11-15,Jarhallen,U11,Jar Lilla,Tønsberg Grå,0
2026-11-15,Jarhallen,U11,Jutul Hvit,Kongsberg,1
2026-11-15,Jarhallen,U11,Frisk Asker 3,Jar Oransje,2
2026-11-15,Jarhallen,U11,Jar Lilla,Jutul Hvit,0
2026-11-15,Jarhallen,U11,Tønsberg Grå,Frisk Asker 3,1
2026-11-15,Jarhallen,U11,Kongsberg,Jar Oransje,2
2026-11-15,Jarhallen,U11,Jar Lilla,Frisk Asker 3,0
2026-11-15,Jarhallen,U11,Jar Oransje,Jutul Hvit,1
2026-11-15,Jarhallen,U11,Kongsberg,Tønsberg Grå,2
2026-11-15,Jarhallen,U11,Jar Lilla,Jar Oransje,0
2026-11-15,Jarhallen,U11,Frisk Asker 3,Kongsberg,1
2026-11-15,Jarhallen,U11,Jutul Hvit,Tønsberg Grå,2
2026-11-15,Holmenkollen ishall,U12,Holmen Hockey Hvit,Ringerike 2,0
2026-11-15,Holmenkollen ishall,U12,Jar Rød,Frisk Asker 2,1
2026-11-15,Holmenkollen ishall,U12,Holmen Hockey Hvit,Frisk Asker 2,0
2026-11-15,Holmenkollen ishall,U12,Jar Rød,Ringerike 2,1
2026-11-15,Holmenkollen ishall,U12,Holmen Hockey Hvit,Jar Rød,0
2026-11-15,Holmenkollen ishall,U12,Frisk Asker 2,Ringerike 2,1
2026-11-21,Jarhallen,JU12,Jutul Kittens,Ringerike 1,0
2026-11-21,Jarhallen,JU12,Skien,Tønsberg,1
2026-11-21,Jarhallen,JU12,Jutul Kittens,Tønsberg,0
2026-11-21,Jarhallen,JU12,Skien,Ringerike 1,1
2026-11-21,Jarhallen,JU12,Jutul Kittens,Skien,0
2026-11-21,Jarhallen,JU12,Tønsberg,Ringerike 1,1
2026-11-21,Jarhallen,U11,Jar Rød,Tønsberg Hvit,0
2026-11-21,Jarhallen,U11,Jar Svart,Holmen Hockey Hvit,1
2026-11-21,Jarhallen,U11,Frisk Asker 4,Jutul Rød,2
2026-11-21,Jarhallen,U11,Jar Rød,Holmen Hockey Hvit,0
2026-11-21,Jarhallen,U11,Jutul Rød,Tønsberg Hvit,1
2026-11-21,Jarhallen,U11,Frisk Asker 4,Jar Svart,2
2026-11-21,Jarhallen,U11,Jar Rød,Jutul Rød,0
2026-11-21,Jarhallen,U11,Holmen Hockey Hvit,Frisk Asker 4,1
2026-11-21,Jarhallen,U11,Tønsberg Hvit,Jar Svart,2
2026-11-21,Jarhallen,U11,Jar Rød,Frisk Asker 4,0
2026-11-21,Jarhallen,U11,Jar Svart,Jutul Rød,1
2026-11-21,Jarhallen,U11,Tønsberg Hvit,Holmen Hockey Hvit,2
2026-11-21,Jarhallen,U11,Jar Rød,Jar Svart,0
2026-11-21,Jarhallen,U11,Frisk Asker 4,Tønsberg Hvit,1
2026-11-21,Jarhallen,U11,Jutul Rød,Holmen Hockey Hvit,2
2026-11-21,Varner Arena / Askerhallen,U8,Frisk Asker 1,Tønsberg,0
2026-11-21,Varner Arena / Askerhallen,U8,Frisk Asker 4,Ringerike 1,1
2026-11-21,Varner Arena / Askerhallen,U8,Holmen Hockey Rød,Jar Hvit,2
2026-11-21,Varner Arena / Askerhallen,U8,Jutul Hvit,Sandefjord,3
2026-11-21,Varner Arena / Askerhallen,U8,Frisk Asker 1,Ringerike 1,0
2026-11-21,Varner Arena / Askerhallen,U8,Jar Hvit,Tønsberg,1
2026-11-21,Varner Arena / Askerhallen,U8,Sandefjord,Frisk Asker 4,2
2026-11-21,Varner Arena / Askerhallen,U8,Jutul Hvit,Holmen Hockey Rød,3
2026-11-21,Varner Arena / Askerhallen,U8,Frisk Asker 1,Jar Hvit,0
2026-11-21,Varner Arena / Askerhallen,U8,Ringerike 1,Sandefjord,1
2026-11-21,Varner Arena / Askerhallen,U8,Tønsberg,Jutul Hvit,2
2026-11-21,Varner Arena / Askerhallen,U8,Frisk Asker 4,Holmen Hockey Rød,3
2026-11-21,Varner Arena / Askerhallen,U8,Frisk Asker 1,Sandefjord,0
2026-11-21,Varner Arena / Askerhallen,U8,Jutul Hvit,Jar Hvit,1
2026-11-21,Varner Arena / Askerhallen,U8,Holmen Hockey Rød,Ringerike 1,2
2026-11-21,Varner Arena / Askerhallen,U8,Frisk Asker 4,Tønsberg,3
2026-11-21,Varner Arena / Askerhallen,U8,Frisk Asker 1,Jutul Hvit,0
2026-11-21,Varner Arena / Askerhallen,U8,Sandefjord,Holmen Hockey Rød,1
2026-11-21,Varner Arena / Askerhallen,U8,Jar Hvit,Frisk Asker 4,2
2026-11-21,Varner Arena / Askerhallen,U8,Ringerike 1,Tønsberg,3
2026-11-21,Varner Arena / Askerhallen,U8,Frisk Asker 1,Holmen Hockey Rød,0
2026-11-21,Varner Arena / Askerhallen,U8,Frisk Asker 4,Jutul Hvit,1
2026-11-21,Varner Arena / Askerhallen,U8,Tønsberg,Sandefjord,2
2026-11-21,Varner Arena / Askerhallen,U8,Ringerike 1,Jar Hvit,3
2026-11-21,Varner Arena / Askerhallen,U8,Frisk Asker 1,Frisk Asker 4,0
2026-11-21,Varner Arena / Askerhallen,U8,Holmen Hockey Rød,Tønsberg,1
2026-11-21,Varner Arena / Askerhallen,U8,Jutul Hvit,Ringerike 1,2
2026-11-21,Varner Arena / Askerhallen,U8,Sandefjord,Jar Hvit,3
2026-11-21,Tonsberghallen,U9,Frisk Asker 3,Ringerike 1,0
2026-11-21,Tonsberghallen,U9,Jutul Rød,Frisk Asker 4,1
2026-11-21,Tonsberghallen,U9,Holmen Hockey Rød,Jutul Gul,2
2026-11-21,Tonsberghallen,U9,Jar Hvit,Frisk Asker 5,3
2026-11-21,Tonsberghallen,U9,Frisk Asker 3,Frisk Asker 4,0
2026-11-21,Tonsberghallen,U9,Jutul Gul,Ringerike 1,1
2026-11-21,Tonsberghallen,U9,Frisk Asker 5,Jutul Rød,2
2026-11-21,Tonsberghallen,U9,Jar Hvit,Holmen Hockey Rød,3
2026-11-21,Tonsberghallen,U9,Frisk Asker 3,Jutul Gul,0
2026-11-21,Tonsberghallen,U9,Frisk Asker 4,Frisk Asker 5,1
2026-11-21,Tonsberghallen,U9,Ringerike 1,Jar Hvit,2
2026-11-21,Tonsberghallen,U9,Jutul Rød,Holmen Hockey Rød,3
2026-11-21,Tonsberghallen,U9,Frisk Asker 3,Frisk Asker 5,0
2026-11-21,Tonsberghallen,U9,Jar Hvit,Jutul Gul,1
2026-11-21,Tonsberghallen,U9,Holmen Hockey Rød,Frisk Asker 4,2
2026-11-21,Tonsberghallen,U9,Jutul Rød,Ringerike 1,3
2026-11-21,Tonsberghallen,U9,Frisk Asker 3,Jar Hvit,0
2026-11-21,Tonsberghallen,U9,Frisk Asker 5,Holmen Hockey Rød,1
2026-11-21,Tonsberghallen,U9,Jutul Gul,Jutul Rød,2
2026-11-21,Tonsberghallen,U9,Frisk Asker 4,Ringerike 1,3
2026-11-21,Tonsberghallen,U9,Frisk Asker 3,Holmen Hockey Rød,0
2026-11-21,Tonsberghallen,U9,Jutul Rød,Jar Hvit,1
2026-11-21,Tonsberghallen,U9,Ringerike 1,Frisk Asker 5,2
2026-11-21,Tonsberghallen,U9,Frisk Asker 4,Jutul Gul,3
2026-11-21,Tonsberghallen,U9,Frisk Asker 3,Jutul Rød,0
2026-11-21,Tonsberghallen,U9,Holmen Hockey Rød,Ringerike 1,1
2026-11-21,Tonsberghallen,U9,Jar Hvit,Frisk Asker 4,2
2026-11-21,Tonsberghallen,U9,Frisk Asker 5,Jutul Gul,3
2026-11-22,Baerum ishall,JU12,Jutul/Jar Kittens,Ringerike 1,0
2026-11-22,Baerum ishall,JU12,Frisk Asker Orange,Jar,1
2026-11-22,Baerum ishall,JU12,Jutul/Jar Kittens,Jar,0
2026-11-22,Baerum ishall,JU12,Frisk Asker Orange,Ringerike 1,1
2026-11-22,Baerum ishall,JU12,Jutul/Jar Kittens,Frisk Asker Orange,0
2026-11-22,Baerum ishall,JU12,Jar,Ringerike 1,1
2026-11-22,Varner Arena / Askerhallen,U11,Frisk Asker 1,Sandefjord,0
2026-11-22,Varner Arena / Askerhallen,U11,Jar Blå,Skien,1
2026-11-22,Varner Arena / Askerhallen,U11,Tønsberg Rød,Ringerike 2,2
2026-11-22,Varner Arena / Askerhallen,U11,Frisk Asker 1,Skien,0
2026-11-22,Varner Arena / Askerhallen,U11,Ringerike 2,Sandefjord,1
2026-11-22,Varner Arena / Askerhallen,U11,Tønsberg Rød,Jar Blå,2
2026-11-22,Varner Arena / Askerhallen,U11,Frisk Asker 1,Ringerike 2,0
2026-11-22,Varner Arena / Askerhallen,U11,Skien,Tønsberg Rød,1
2026-11-22,Varner Arena / Askerhallen,U11,Sandefjord,Jar Blå,2
2026-11-22,Varner Arena / Askerhallen,U11,Frisk Asker 1,Tønsberg Rød,0
2026-11-22,Varner Arena / Askerhallen,U11,Jar Blå,Ringerike 2,1
2026-11-22,Varner Arena / Askerhallen,U11,Sandefjord,Skien,2
2026-11-22,Varner Arena / Askerhallen,U11,Frisk Asker 1,Jar Blå,0
2026-11-22,Varner Arena / Askerhallen,U11,Tønsberg Rød,Sandefjord,1
2026-11-22,Varner Arena / Askerhallen,U11,Ringerike 2,Skien,2
2026-11-22,Varner Arena / Askerhallen,U12,Frisk Asker 4,Holmen Hockey Rød,0
2026-11-22,Varner Arena / Askerhallen,U12,Jar Svart,Tønsberg Rød,1
2026-11-22,Varner Arena / Askerhallen,U12,Frisk Asker 4,Tønsberg Rød,0
2026-11-22,Varner Arena / Askerhallen,U12,Jar Svart,Holmen Hockey Rød,1
2026-11-22,Varner Arena / Askerhallen,U12,Frisk Asker 4,Jar Svart,0
2026-11-22,Varner Arena / Askerhallen,U12,Tønsberg Rød,Holmen Hockey Rød,1
2026-11-22,Sandefjord ishall,U7,Sandefjord,Holmen Hockey Hvit,0
2026-11-22,Sandefjord ishall,U7,Jar Blå,Jar Rød,1
2026-11-22,Sandefjord ishall,U7,Holmen Hockey Sort,Frisk Asker 1,2
2026-11-22,Sandefjord ishall,U7,Jutul Rød,Tønsberg,3
2026-11-22,Sandefjord ishall,U7,Sandefjord,Jar Rød,0
2026-11-22,Sandefjord ishall,U7,Frisk Asker 1,Holmen Hockey Hvit,1
2026-11-22,Sandefjord ishall,U7,Tønsberg,Jar Blå,2
2026-11-22,Sandefjord ishall,U7,Jutul Rød,Holmen Hockey Sort,3
2026-11-22,Sandefjord ishall,U7,Sandefjord,Frisk Asker 1,0
2026-11-22,Sandefjord ishall,U7,Jar Rød,Tønsberg,1
2026-11-22,Sandefjord ishall,U7,Holmen Hockey Hvit,Jutul Rød,2
2026-11-22,Sandefjord ishall,U7,Jar Blå,Holmen Hockey Sort,3
2026-11-22,Sandefjord ishall,U7,Sandefjord,Tønsberg,0
2026-11-22,Sandefjord ishall,U7,Jutul Rød,Frisk Asker 1,1
2026-11-22,Sandefjord ishall,U7,Holmen Hockey Sort,Jar Rød,2
2026-11-22,Sandefjord ishall,U7,Jar Blå,Holmen Hockey Hvit,3
2026-11-22,Sandefjord ishall,U7,Sandefjord,Jutul Rød,0
2026-11-22,Sandefjord ishall,U7,Tønsberg,Holmen Hockey Sort,1
2026-11-22,Sandefjord ishall,U7,Frisk Asker 1,Jar Blå,2
2026-11-22,Sandefjord ishall,U7,Jar Rød,Holmen Hockey Hvit,3
2026-11-22,Sandefjord ishall,U7,Sandefjord,Holmen Hockey Sort,0
2026-11-22,Sandefjord ishall,U7,Jar Blå,Jutul Rød,1
2026-11-22,Sandefjord ishall,U7,Holmen Hockey Hvit,Tønsberg,2
2026-11-22,Sandefjord ishall,U7,Jar Rød,Frisk Asker 1,3
2026-11-22,Sandefjord ishall,U7,Sandefjord,Jar Blå,0
2026-11-22,Sandefjord ishall,U7,Holmen Hockey Sort,Holmen Hockey Hvit,1
2026-11-22,Sandefjord ishall,U7,Jutul Rød,Jar Rød,2
2026-11-22,Sandefjord ishall,U7,Tønsberg,Frisk Asker 1,3
2026-11-28,Jarhallen,JU10,Jar Hvit,Skien,0
2026-11-28,Jarhallen,JU10,Jar Rød,Ringerike 1,1
2026-11-28,Jarhallen,JU10,Jar Blå,Frisk Asker Svart,2
2026-11-28,Jarhallen,JU10,Jar Hvit,Ringerike 1,0
2026-11-28,Jarhallen,JU10,Frisk Asker Svart,Skien,1
2026-11-28,Jarhallen,JU10,Jar Blå,Jar Rød,2
2026-11-28,Jarhallen,JU10,Jar Hvit,Frisk Asker Svart,0
2026-11-28,Jarhallen,JU10,Ringerike 1,Jar Blå,1
2026-11-28,Jarhallen,JU10,Skien,Jar Rød,2
2026-11-28,Jarhallen,JU10,Jar Hvit,Jar Blå,0
2026-11-28,Jarhallen,JU10,Jar Rød,Frisk Asker Svart,1
2026-11-28,Jarhallen,JU10,Skien,Ringerike 1,2
2026-11-28,Jarhallen,JU10,Jar Hvit,Jar Rød,0
2026-11-28,Jarhallen,JU10,Jar Blå,Skien,1
2026-11-28,Jarhallen,JU10,Frisk Asker Svart,Ringerike 1,2
2026-11-28,Ringerikshallen,U10,Ringerike 3,Jutul Hvit,0
2026-11-28,Ringerikshallen,U10,Frisk Asker 6,Jar Hvit,1
2026-11-28,Ringerikshallen,U10,Jar Svart,Holmen Hockey Blå,2
2026-11-28,Ringerikshallen,U10,Ringerike 3,Jar Hvit,0
2026-11-28,Ringerikshallen,U10,Holmen Hockey Blå,Jutul Hvit,1
2026-11-28,Ringerikshallen,U10,Jar Svart,Frisk Asker 6,2
2026-11-28,Ringerikshallen,U10,Ringerike 3,Holmen Hockey Blå,0
2026-11-28,Ringerikshallen,U10,Jar Hvit,Jar Svart,1
2026-11-28,Ringerikshallen,U10,Jutul Hvit,Frisk Asker 6,2
2026-11-28,Ringerikshallen,U10,Ringerike 3,Jar Svart,0
2026-11-28,Ringerikshallen,U10,Frisk Asker 6,Holmen Hockey Blå,1
2026-11-28,Ringerikshallen,U10,Jutul Hvit,Jar Hvit,2
2026-11-28,Ringerikshallen,U10,Ringerike 3,Frisk Asker 6,0
2026-11-28,Ringerikshallen,U10,Jar Svart,Jutul Hvit,1
2026-11-28,Ringerikshallen,U10,Holmen Hockey Blå,Jar Hvit,2
2026-11-28,Varner Arena / Askerhallen,U11,Frisk Asker 2,Tønsberg Rød,0
2026-11-28,Varner Arena / Askerhallen,U11,Jar Grønn,Jar Oransje,1
2026-11-28,Varner Arena / Askerhallen,U11,Jutul Grønn,Ringerike 1,2
2026-11-28,Varner Arena / Askerhallen,U11,Frisk Asker 2,Jar Oransje,0
2026-11-28,Varner Arena / Askerhallen,U11,Ringerike 1,Tønsberg Rød,1
2026-11-28,Varner Arena / Askerhallen,U11,Jutul Grønn,Jar Grønn,2
2026-11-28,Varner Arena / Askerhallen,U11,Frisk Asker 2,Ringerike 1,0
2026-11-28,Varner Arena / Askerhallen,U11,Jar Oransje,Jutul Grønn,1
2026-11-28,Varner Arena / Askerhallen,U11,Tønsberg Rød,Jar Grønn,2
2026-11-28,Varner Arena / Askerhallen,U11,Frisk Asker 2,Jutul Grønn,0
2026-11-28,Varner Arena / Askerhallen,U11,Jar Grønn,Ringerike 1,1
2026-11-28,Varner Arena / Askerhallen,U11,Tønsberg Rød,Jar Oransje,2
2026-11-28,Varner Arena / Askerhallen,U11,Frisk Asker 2,Jar Grønn,0
2026-11-28,Varner Arena / Askerhallen,U11,Jutul Grønn,Tønsberg Rød,1
2026-11-28,Varner Arena / Askerhallen,U11,Ringerike 1,Jar Oransje,2
2026-11-28,Tonsberghallen,U12,Tønsberg Hvit,Frisk Asker 1,0
2026-11-28,Tonsberghallen,U12,Jar Blå,Jutul Grønn,1
2026-11-28,Tonsberghallen,U12,Tønsberg Hvit,Jutul Grønn,0
2026-11-28,Tonsberghallen,U12,Jar Blå,Frisk Asker 1,1
2026-11-28,Tonsberghallen,U12,Tønsberg Hvit,Jar Blå,0
2026-11-28,Tonsberghallen,U12,Jutul Grønn,Frisk Asker 1,1
2026-11-29,Jarhallen,JU12,Jar Hvit,Jutul Kittens,0
2026-11-29,Jarhallen,JU12,Frisk Asker Svart,Tønsberg,1
2026-11-29,Jarhallen,JU12,Jar Hvit,Tønsberg,0
2026-11-29,Jarhallen,JU12,Frisk Asker Svart,Jutul Kittens,1
2026-11-29,Jarhallen,JU12,Jar Hvit,Frisk Asker Svart,0
2026-11-29,Jarhallen,JU12,Tønsberg,Jutul Kittens,1
2026-11-29,Varner Arena / Askerhallen,U10,Frisk Asker 1,Tønsberg,0
2026-11-29,Varner Arena / Askerhallen,U10,Jar Grønn,Jutul Rød,1
2026-11-29,Varner Arena / Askerhallen,U10,Holmen Hockey Sort,Ringerike 4,2
2026-11-29,Varner Arena / Askerhallen,U10,Frisk Asker 1,Jutul Rød,0
2026-11-29,Varner Arena / Askerhallen,U10,Ringerike 4,Tønsberg,1
2026-11-29,Varner Arena / Askerhallen,U10,Holmen Hockey Sort,Jar Grønn,2
2026-11-29,Varner Arena / Askerhallen,U10,Frisk Asker 1,Ringerike 4,0
2026-11-29,Varner Arena / Askerhallen,U10,Jutul Rød,Holmen Hockey Sort,1
2026-11-29,Varner Arena / Askerhallen,U10,Tønsberg,Jar Grønn,2
2026-11-29,Varner Arena / Askerhallen,U10,Frisk Asker 1,Holmen Hockey Sort,0
2026-11-29,Varner Arena / Askerhallen,U10,Jar Grønn,Ringerike 4,1
2026-11-29,Varner Arena / Askerhallen,U10,Tønsberg,Jutul Rød,2
2026-11-29,Varner Arena / Askerhallen,U10,Frisk Asker 1,Jar Grønn,0
2026-11-29,Varner Arena / Askerhallen,U10,Holmen Hockey Sort,Tønsberg,1
2026-11-29,Varner Arena / Askerhallen,U10,Ringerike 4,Jutul Rød,2
2026-11-29,Varner Arena / Askerhallen,U11,Frisk Asker 2,Jutul Grønn,0
2026-11-29,Varner Arena / Askerhallen,U11,Jar Gul,Sandefjord,1
2026-11-29,Varner Arena / Askerhallen,U11,Jar Lilla,Jar Svart,2
2026-11-29,Varner Arena / Askerhallen,U11,Frisk Asker 2,Sandefjord,0
2026-11-29,Varner Arena / Askerhallen,U11,Jar Svart,Jutul Grønn,1
2026-11-29,Varner Arena / Askerhallen,U11,Jar Lilla,Jar Gul,2
2026-11-29,Varner Arena / Askerhallen,U11,Frisk Asker 2,Jar Svart,0
2026-11-29,Varner Arena / Askerhallen,U11,Sandefjord,Jar Lilla,1
2026-11-29,Varner Arena / Askerhallen,U11,Jutul Grønn,Jar Gul,2
2026-11-29,Varner Arena / Askerhallen,U11,Frisk Asker 2,Jar Lilla,0
2026-11-29,Varner Arena / Askerhallen,U11,Jar Gul,Jar Svart,1
2026-11-29,Varner Arena / Askerhallen,U11,Jutul Grønn,Sandefjord,2
2026-11-29,Varner Arena / Askerhallen,U11,Frisk Asker 2,Jar Gul,0
2026-11-29,Varner Arena / Askerhallen,U11,Jar Lilla,Jutul Grønn,1
2026-11-29,Varner Arena / Askerhallen,U11,Jar Svart,Sandefjord,2
2026-11-29,Jarhallen,U12,Jar Hvit,Tønsberg Grå,0
2026-11-29,Jarhallen,U12,Jutul Rød,Ringerike 2,1
2026-11-29,Jarhallen,U12,Jar Hvit,Ringerike 2,0
2026-11-29,Jarhallen,U12,Jutul Rød,Tønsberg Grå,1
2026-11-29,Jarhallen,U12,Jar Hvit,Jutul Rød,0
2026-11-29,Jarhallen,U12,Ringerike 2,Tønsberg Grå,1
2026-12-05,Jarhallen,JU10,Jar Hvit,Skien,0
2026-12-05,Jarhallen,JU10,Jar Rød,Ringerike 1,1
2026-12-05,Jarhallen,JU10,Frisk Asker Orange,Frisk Asker Svart,2
2026-12-05,Jarhallen,JU10,Jar Hvit,Ringerike 1,0
2026-12-05,Jarhallen,JU10,Frisk Asker Svart,Skien,1
2026-12-05,Jarhallen,JU10,Frisk Asker Orange,Jar Rød,2
2026-12-05,Jarhallen,JU10,Jar Hvit,Frisk Asker Svart,0
2026-12-05,Jarhallen,JU10,Ringerike 1,Frisk Asker Orange,1
2026-12-05,Jarhallen,JU10,Skien,Jar Rød,2
2026-12-05,Jarhallen,JU10,Jar Hvit,Frisk Asker Orange,0
2026-12-05,Jarhallen,JU10,Jar Rød,Frisk Asker Svart,1
2026-12-05,Jarhallen,JU10,Skien,Ringerike 1,2
2026-12-05,Jarhallen,JU10,Jar Hvit,Jar Rød,0
2026-12-05,Jarhallen,JU10,Frisk Asker Orange,Skien,1
2026-12-05,Jarhallen,JU10,Frisk Asker Svart,Ringerike 1,2
2026-12-05,Baerum ishall,JU8,Jutul Kittens,Jar Rød,0
2026-12-05,Baerum ishall,JU8,Jar,Skien,1
2026-12-05,Baerum ishall,JU8,Frisk Asker,Ringerike 1,2
2026-12-05,Baerum ishall,JU8,Jutul Grønn,Jar Rød,0
2026-12-05,Baerum ishall,JU8,Ringerike 1,Jutul Kittens,1
2026-12-05,Baerum ishall,JU8,Frisk Asker,Jar,2
2026-12-05,Baerum ishall,JU8,Jutul Grønn,Skien,0
2026-12-05,Baerum ishall,JU8,Jar Rød,Ringerike 1,1
2026-12-05,Baerum ishall,JU8,Jutul Kittens,Jar,2
2026-12-05,Baerum ishall,JU8,Jutul Grønn,Ringerike 1,0
2026-12-05,Baerum ishall,JU8,Frisk Asker,Skien,1
2026-12-05,Baerum ishall,JU8,Jar,Jar Rød,2
2026-12-05,Baerum ishall,JU8,Jutul Grønn,Frisk Asker,0
2026-12-05,Baerum ishall,JU8,Ringerike 1,Jar,1
2026-12-05,Baerum ishall,JU8,Skien,Jutul Kittens,2
2026-12-05,Baerum ishall,JU8,Jutul Grønn,Jar,0
2026-12-05,Baerum ishall,JU8,Jutul Kittens,Frisk Asker,1
2026-12-05,Baerum ishall,JU8,Jar Rød,Skien,2
2026-12-05,Baerum ishall,JU8,Jutul Grønn,Jutul Kittens,0
2026-12-05,Baerum ishall,JU8,Frisk Asker,Jar Rød,1
2026-12-05,Baerum ishall,JU8,Ringerike 1,Skien,2
2026-12-05,Baerum ishall,JU8,(Pause),Jutul Grønn,
2026-12-05,Baerum ishall,JU8,(Pause),Skien,
2026-12-05,Baerum ishall,JU8,(Pause),Frisk Asker,
2026-12-05,Baerum ishall,JU8,(Pause),Jutul Kittens,
2026-12-05,Baerum ishall,JU8,(Pause),Jar Rød,
2026-12-05,Baerum ishall,JU8,(Pause),Ringerike 1,
2026-12-05,Baerum ishall,JU8,(Pause),Jar,
2026-12-05,Varner Arena / Askerhallen,U10,Frisk Asker 2,Jutul Grønn,0
2026-12-05,Varner Arena / Askerhallen,U10,Jar Hvit,Kongsberg,1
2026-12-05,Varner Arena / Askerhallen,U10,Holmen Hockey Hvit,Ringerike 1,2
2026-12-05,Varner Arena / Askerhallen,U10,Frisk Asker 2,Kongsberg,0
2026-12-05,Varner Arena / Askerhallen,U10,Ringerike 1,Jutul Grønn,1
2026-12-05,Varner Arena / Askerhallen,U10,Holmen Hockey Hvit,Jar Hvit,2
2026-12-05,Varner Arena / Askerhallen,U10,Frisk Asker 2,Ringerike 1,0
2026-12-05,Varner Arena / Askerhallen,U10,Kongsberg,Holmen Hockey Hvit,1
2026-12-05,Varner Arena / Askerhallen,U10,Jutul Grønn,Jar Hvit,2
2026-12-05,Varner Arena / Askerhallen,U10,Frisk Asker 2,Holmen Hockey Hvit,0
2026-12-05,Varner Arena / Askerhallen,U10,Jar Hvit,Ringerike 1,1
2026-12-05,Varner Arena / Askerhallen,U10,Jutul Grønn,Kongsberg,2
2026-12-05,Varner Arena / Askerhallen,U10,Frisk Asker 2,Jar Hvit,0
2026-12-05,Varner Arena / Askerhallen,U10,Holmen Hockey Hvit,Jutul Grønn,1
2026-12-05,Varner Arena / Askerhallen,U10,Ringerike 1,Kongsberg,2
2026-12-05,Baerum ishall,U11,Jar Hvit,Skien,0
2026-12-05,Baerum ishall,U11,Frisk Asker 3,Ringerike 2,1
2026-12-05,Baerum ishall,U11,Jar Rød,Tønsberg Grå,2
2026-12-05,Baerum ishall,U11,Jar Hvit,Ringerike 2,0
2026-12-05,Baerum ishall,U11,Tønsberg Grå,Skien,1
2026-12-05,Baerum ishall,U11,Jar Rød,Frisk Asker 3,2
2026-12-05,Baerum ishall,U11,Jar Hvit,Tønsberg Grå,0
2026-12-05,Baerum ishall,U11,Ringerike 2,Jar Rød,1
2026-12-05,Baerum ishall,U11,Skien,Frisk Asker 3,2
2026-12-05,Baerum ishall,U11,Jar Hvit,Jar Rød,0
2026-12-05,Baerum ishall,U11,Frisk Asker 3,Tønsberg Grå,1
2026-12-05,Baerum ishall,U11,Skien,Ringerike 2,2
2026-12-05,Baerum ishall,U11,Jar Hvit,Frisk Asker 3,0
2026-12-05,Baerum ishall,U11,Jar Rød,Skien,1
2026-12-05,Baerum ishall,U11,Tønsberg Grå,Ringerike 2,2
2026-12-05,Ringerikshallen,U8,Ringerike 2,Holmen Hockey Blå,0
2026-12-05,Ringerikshallen,U8,Frisk Asker 2,Jutul Rød,1
2026-12-05,Ringerikshallen,U8,Holmen Hockey Sort,Frisk Asker 5,2
2026-12-05,Ringerikshallen,U8,Jutul Grønn,Jar Blå,3
2026-12-05,Ringerikshallen,U8,Ringerike 2,Jutul Rød,0
2026-12-05,Ringerikshallen,U8,Frisk Asker 5,Holmen Hockey Blå,1
2026-12-05,Ringerikshallen,U8,Jar Blå,Frisk Asker 2,2
2026-12-05,Ringerikshallen,U8,Jutul Grønn,Holmen Hockey Sort,3
2026-12-05,Ringerikshallen,U8,Ringerike 2,Frisk Asker 5,0
2026-12-05,Ringerikshallen,U8,Jutul Rød,Jar Blå,1
2026-12-05,Ringerikshallen,U8,Holmen Hockey Blå,Jutul Grønn,2
2026-12-05,Ringerikshallen,U8,Frisk Asker 2,Holmen Hockey Sort,3
2026-12-05,Ringerikshallen,U8,Ringerike 2,Jar Blå,0
2026-12-05,Ringerikshallen,U8,Jutul Grønn,Frisk Asker 5,1
2026-12-05,Ringerikshallen,U8,Holmen Hockey Sort,Jutul Rød,2
2026-12-05,Ringerikshallen,U8,Frisk Asker 2,Holmen Hockey Blå,3
2026-12-05,Ringerikshallen,U8,Ringerike 2,Jutul Grønn,0
2026-12-05,Ringerikshallen,U8,Jar Blå,Holmen Hockey Sort,1
2026-12-05,Ringerikshallen,U8,Frisk Asker 5,Frisk Asker 2,2
2026-12-05,Ringerikshallen,U8,Jutul Rød,Holmen Hockey Blå,3
2026-12-05,Ringerikshallen,U8,Ringerike 2,Holmen Hockey Sort,0
2026-12-05,Ringerikshallen,U8,Frisk Asker 2,Jutul Grønn,1
2026-12-05,Ringerikshallen,U8,Holmen Hockey Blå,Jar Blå,2
